id	surface	upstream_path	test	status
B-6f53818e6d	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	resolves_emacs_lisp_defun_block	ok
B-d77862c317	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	resolves_emacs_lisp_dot_emacs_block	ok
B-53a395e1ff	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	resolves_emacs_lisp_macro_style_list_block	ok
B-be4eeb8d9e	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	emacs_lisp_closing_paren_resolves_to_nothing	ok
B-b144429602	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	emacs_lisp_visible_opener_surfaces_closer	ok
B-7a86d9a51b	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	emacs_lisp_top_level_macro_forms_resolve_as_single_sexprs	ok
B-0521bb49ca	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	resolves_emacs_lisp_explicit_language_block	ok
B-4e08fca2df	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	surfaces_closing_brace_for_visible_opener	ok
B-4f32a6ca33	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	surfaces_opening_brace_for_visible_closer	ok
B-c34a43289e	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	interior_only_window_adds_no_boundary	ok
B-7b8e735869	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	whole_file_window_adds_no_boundary	ok
B-123651bed9	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	python_indentation_block_uses_syntactic_span	ok
B-6cdde991a3	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	syntax_error_falls_back_to_none	ok
B-dd14266905	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	unrecognized_language_falls_back_to_none	ok
B-7013247855	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	resolves_markdown_h2_to_whole_section	ok
B-5e6997feb9	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	resolves_markdown_h3_to_its_subsection	ok
B-b49fbf7c0f	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	resolves_markdown_h1_to_whole_document_section	ok
B-8a3cd555a7	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	markdown_blank_line_resolves_to_nothing	ok
B-f3d016c20e	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	repeat_query_yields_identical_boundaries	ok
B-4c7200bfb3	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	same_bytes_under_two_languages_do_not_share_a_tree	ok
B-adfbde3122	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	single_byte_difference_yields_different_boundaries	ok
B-f0feacf13e	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	syntax_error_stays_none_across_repeat_calls	ok
B-13254fba4c	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	cached_error_tree_matches_uncached_verdicts_for_both_callers	ok
B-a778d4dac1	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	keys_evicted_past_the_cache_bound_still_answer_correctly	ok
B-aa6bdcee53	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	pruned_walk_matches_unpruned_on_repo_corpus_sample	ok
B-908149b4e0	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	pruned_walk_matches_unpruned_on_full_repo_corpus	ignored-upstream
B-28b76b2c26	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	pruned_walk_matches_unpruned_on_error_and_degenerate_inputs	ok
B-d7dee4d09a	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	window_deep_inside_nesting_still_returns_the_whole_chain	ok
B-e6b951884f	CRATE-PI-OTHER	crates/pi-ast/src/block.rs	content_end_line_before_raw_end_is_still_surfaced	ok
B-942735a1d2	CRATE-PI-OTHER	crates/pi-ast/src/ops.rs	compile_search_patterns_compiles_rust_patterns	ok
B-229f54f9af	CRATE-PI-OTHER	crates/pi-ast/src/ops.rs	apply_edits_rejects_overlaps	ok
B-4338b31292	CRATE-PI-OTHER	crates/pi-ast/src/ops.rs	apply_edits_dedupes_identical_edits	ok
B-6e9c6f4656	CRATE-PI-OTHER	crates/pi-ast/src/parse_cache.rs	hit_returns_a_clone_of_the_stored_tree	ok
B-fc5d5c3160	CRATE-PI-OTHER	crates/pi-ast/src/parse_cache.rs	language_is_part_of_the_key	ok
B-5b8c97546d	CRATE-PI-OTHER	crates/pi-ast/src/parse_cache.rs	one_byte_of_difference_changes_the_key	ok
B-2ad011f6d3	CRATE-PI-OTHER	crates/pi-ast/src/parse_cache.rs	verified_equality_rejects_a_colliding_slot	ok
B-28323030a7	CRATE-PI-OTHER	crates/pi-ast/src/parse_cache.rs	entry_bound_evicts_least_recently_used	ok
B-4593a7b685	CRATE-PI-OTHER	crates/pi-ast/src/parse_cache.rs	byte_bound_evicts_and_reclaims_accounting	ok
B-b81e008931	CRATE-PI-OTHER	crates/pi-ast/src/parse_cache.rs	source_over_the_entry_bound_is_never_retained	ok
B-8aafc7f6a3	CRATE-PI-OTHER	crates/pi-ast/src/parse_cache.rs	reinsert_of_a_resident_key_does_not_double_count_bytes	ok
B-9d19dee100	CRATE-PI-OTHER	crates/pi-ast/src/parse_cache.rs	clear_empties_the_cache_but_keeps_its_bounds	ok
B-7bb7b141df	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	summarizes_typescript_function_body	ok
B-5a46f2cf03	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	summarizes_rust_method_body_but_keeps_impl_boundaries	ok
B-e5074ba86f	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	summarizes_python_function_body	ok
B-4bdc3c3c80	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	summarizes_fortran_program	ok
B-4652df97a4	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	summarizes_emacs_lisp_defun_body	ok
B-326100ef09	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	summarizes_emacs_lisp_special_form	ok
B-b76380398b	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	min_body_lines_controls_short_body_elision	ok
B-bb10797919	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	parse_failure_falls_back_to_unparsed	ok
B-b91e270660	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	unsupported_language_is_unparsed	ok
B-ae0ac87aec	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	summarizes_typescript_interface_body	ok
B-87a22739ab	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	summarizes_typescript_class_body	ok
B-cdf2501596	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	summarizes_rust_trait_declaration_list	ok
B-c12695f5b3	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	summarizes_java_class_body	ok
B-2417d89ff1	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	summarizes_typescript_import_run	ok
B-605144597f	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	does_not_elide_short_typescript_import_run	ok
B-a05322483c	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	summarizes_python_import_run	ok
B-de21476caf	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	summarizes_c_preproc_include_run	ok
B-1e30d92097	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	summarizes_rust_use_run	ok
B-522c294c52	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	bfs_unfold_reveals_nested_json_when_root_collapses	ok
B-76300d3a16	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	bfs_unfold_stops_when_visible_already_exceeds_target	ok
B-4592bb6e89	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	bfs_unfold_reverts_when_next_step_overflows_limit	ok
B-ff91c44f6f	CRATE-PI-OTHER	crates/pi-ast/src/summary.rs	bfs_unfold_skips_unfoldable_leaf_and_continues_to_siblings	ok
B-82f1f0e85e	CRATE-PI-EDIT	crates/pi-diff/src/lib.rs	line_diff_replaces_middle_line	ok
B-ac9a2ba1d1	CRATE-PI-EDIT	crates/pi-diff/src/lib.rs	line_diff_treats_missing_trailing_newline_as_distinct	ok
B-88dd13fe53	CRATE-PI-EDIT	crates/pi-diff/src/lib.rs	utf8_and_utf16_line_changes_agree_for_ascii	ok
B-a34ee2a2c0	CRATE-PI-EDIT	crates/pi-diff/src/lib.rs	common_runs_take_values_from_new_tokens	ok
B-91fa2916c2	CRATE-PI-EDIT	crates/pi-diff/src/lib.rs	structured_patch_marks_missing_eof_newline	ok
B-ae0c913dc9	CRATE-PI-EDIT	crates/pi-diff/src/lib.rs	word_diff_dedupes_boundary_whitespace	ok
B-29a5acfab7	CRATE-PI-EDIT	crates/pi-diff/src/lib.rs	line_runs_preserve_empty_lines	ok
B-0567513913	CRATE-PI-EDIT	crates/pi-diff/src/lib.rs	unpaired_surrogates_diff_as_distinct_content	ok
B-588ae0ef72	CRATE-PI-EDIT	crates/pi-diff/src/lib.rs	word_scan_keeps_lone_surrogate_before_astral_pair_separate	ok
B-b8c035550c	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	collapses_unchanged_lines_between_distant_edits	ok
B-a1e56e6630	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	adds_matching_bracket_line_beyond_context	ok
B-cad46a3a2e	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	normalizes_gap_rows_around_block_context	ok
B-1d351f65a6	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	drops_gap_between_contiguous_boundaries	ok
B-698d6f2325	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	translates_new_block_context_to_old_line_numbers	ok
B-bddcc0c99d	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	compact_preview_counts_and_renumbers	ok
B-126e980721	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	compact_preview_renumbers_after_range_expansion	ok
B-e142ca66d3	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	compact_preview_collapses_long_added_runs	ok
B-4f615712a9	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	compact_preview_honors_added_run_options	ok
B-d0140bfbcc	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	compact_preview_normalizes_separators	ok
B-51bfdb2efa	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	parses_simple_and_multiple_hunks	ok
B-61a4b806f6	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	parses_context_and_eof_markers	ok
B-6c74e9f279	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	parses_headers_hints_and_wrappers	ok
B-10f66067bf	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	normalizes_diff_and_create_content	ok
B-b984854c57	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	rejects_multi_file_diff	ok
B-a199a98b63	CRATE-PI-EDIT	crates/pi-edit/src/diff_string.rs	generates_numbered_unified_diff	ok
B-0b95991e08	CRATE-PI-EDIT	crates/pi-edit/src/fuzzy.rs	exact_match_and_multiple_occurrences	ok
B-70c3f6b88d	CRATE-PI-EDIT	crates/pi-edit/src/fuzzy.rs	tab_space_and_internal_whitespace_normalization	ok
B-5d55f7666c	CRATE-PI-EDIT	crates/pi-edit/src/fuzzy.rs	fallback_ignores_inconsistent_indentation	ok
B-583c922d5c	CRATE-PI-EDIT	crates/pi-edit/src/fuzzy.rs	single_line_trailing_space_and_empty_line_cases	ok
B-b5257096f4	CRATE-PI-EDIT	crates/pi-edit/src/fuzzy.rs	threshold_and_dominant_fuzzy_match	ok
B-2b585c6c3f	CRATE-PI-EDIT	crates/pi-edit/src/fuzzy.rs	excluded_ranges_hide_exact_and_fuzzy_candidates	ok
B-c3278e16b2	CRATE-PI-EDIT	crates/pi-edit/src/fuzzy.rs	sequence_matching_ladder	ok
B-8e5d826b96	CRATE-PI-EDIT	crates/pi-edit/src/fuzzy.rs	sequence_fuzzy_and_character_fallback	ok
B-10470491f0	CRATE-PI-EDIT	crates/pi-edit/src/fuzzy.rs	context_matching_ladder	ok
B-b0178b25a4	CRATE-PI-EDIT	crates/pi-edit/src/fuzzy.rs	match_error_matches_typescript_formatter	ok
B-ffd27a1775	CRATE-PI-EDIT	crates/pi-edit/src/fuzzy.rs	occurrence_error_includes_preview_limit_suffix	ok
B-858396ed86	CRATE-PI-EDIT	crates/pi-edit/src/fuzzy.rs	replace_text_adjusts_indentation	ok
B-20a6980ed6	CRATE-PI-EDIT	crates/pi-edit/src/fuzzy.rs	replace_text_all_exact_and_fuzzy	ok
B-07ecc70bd2	CRATE-PI-EDIT	crates/pi-edit/src/fuzzy.rs	replace_text_reports_ambiguity_and_normalizes_line_endings	ok
B-8e88ab3ea7	CRATE-PI-EDIT	crates/pi-edit/src/fuzzy.rs	empty_old_text_is_an_apply_error	ok
B-49f0a8bd27	CRATE-PI-EDIT	crates/pi-edit/src/modes/apply_patch.rs	parses_heredoc_wrapper	ok
B-f516207512	CRATE-PI-EDIT	crates/pi-edit/src/modes/apply_patch.rs	requires_envelope_markers	ok
B-a92804ad8c	CRATE-PI-EDIT	crates/pi-edit/src/modes/apply_patch.rs	summary_orders_operations	ok
B-9db77e50fd	CRATE-PI-EDIT	crates/pi-edit/src/modes/hashline/messages.rs	test_format_anchored_context	ok
B-48ff8d86d5	CRATE-PI-EDIT	crates/pi-edit/src/modes/hashline/messages.rs	test_invalid_absolute_range_message	ok
B-74a902a4a9	CRATE-PI-EDIT	crates/pi-edit/src/modes/hashline/messages.rs	test_empty_register_paste_warning	ok
B-e67d659140	CRATE-PI-EDIT	crates/pi-edit/src/modes/hashline/messages.rs	test_unseen_lines_message	ok
B-3926b8c575	CRATE-PI-EDIT	crates/pi-edit/src/modes/hashline/messages.rs	test_block_single_line_message	ok
B-796395f949	CRATE-PI-EDIT	crates/pi-edit/src/modes/hashline/messages.rs	test_boundary_warnings_and_json_quote	ok
B-68a6d6425e	CRATE-PI-EDIT	crates/pi-edit/src/modes/hashline/mod.rs	inspect_extracts_paths_and_added_lines_from_partial_input	ok
B-12d9519a62	CRATE-PI-EDIT	crates/pi-edit/src/modes/hashline/preview.rs	cursor_lines_are_one_indexed	ok
B-b4490abce4	CRATE-PI-EDIT	crates/pi-edit/src/modes/patch.rs	strips_create_prefixes	ok
B-626d5da0cd	CRATE-PI-EDIT	crates/pi-edit/src/modes/patch.rs	trailing_newline_policy_is_preserved	ok
B-5fe08bb642	CRATE-PI-EDIT	crates/pi-edit/src/modes/replace.rs	reports_path_qualified_occurrences	ok
B-d80f9fbd41	CRATE-PI-EDIT	crates/pi-edit/src/modes/replace.rs	reports_path_qualified_match_error	ok
B-b3bacae537	CRATE-PI-EDIT	crates/pi-edit/src/modes/sloppy/parse.rs	marker_lines_keep_indentation	ok
B-efd58ef320	CRATE-PI-EDIT	crates/pi-edit/src/modes/sloppy/parse.rs	xml_round_trip_to_ir	ok
B-c9ea202075	CRATE-PI-EDIT	crates/pi-edit/src/modes/sloppy/parse.rs	operation_payload_restores_inline_desired_text	ok
B-2b65c46ed8	CRATE-PI-EDIT	crates/pi-edit/src/notebook.rs	detects_notebook_paths_case_insensitively	ok
B-a45a3884d2	CRATE-PI-EDIT	crates/pi-edit/src/notebook.rs	splits_source_preserving_line_endings	ok
B-8e4192fbd2	CRATE-PI-EDIT	crates/pi-edit/src/notebook.rs	serializes_floats_like_javascript	ok
B-d4aac4c434	CRATE-PI-EDIT	crates/pi-edit/src/notebook.rs	golden_json_serialization_matches_bun	ok
B-3cb83bcb13	CRATE-PI-EDIT	crates/pi-edit/src/notebook.rs	unchanged_editable_round_trip_matches_golden	ok
B-358d862230	CRATE-PI-EDIT	crates/pi-edit/src/notebook.rs	marker_like_source_lines_are_escaped_and_restored	ok
B-7763db2041	CRATE-PI-EDIT	crates/pi-edit/src/notebook.rs	reuses_cells_and_preserves_outputs_metadata_and_key_order	ok
B-c973dff0d4	CRATE-PI-EDIT	crates/pi-edit/src/notebook.rs	duplicate_or_missing_indices_create_fresh_cells	ok
B-5b9fdc4b91	CRATE-PI-EDIT	crates/pi-edit/src/notebook.rs	absent_notebook_uses_empty_nbformat_45_document	ok
B-e3ed318ef5	CRATE-PI-EDIT	crates/pi-edit/src/notebook.rs	reports_validation_errors_verbatim	ok
B-30f334366c	CRATE-PI-EDIT	crates/pi-edit/src/path_policy.rs	unwraps_only_strict_hashline_headers	ok
B-6d74e8f362	CRATE-PI-EDIT	crates/pi-edit/src/path_policy.rs	resolves_plain_expanded_and_internal_paths	ok
B-be22d3feef	CRATE-PI-EDIT	crates/pi-edit/src/path_policy.rs	resolves_local_and_vault_roots_and_rejects_escape	ok
B-ef93fa18c8	CRATE-PI-EDIT	crates/pi-edit/src/path_policy.rs	plan_mode_allows_only_sandbox_updates	ok
B-67ce768423	CRATE-PI-EDIT	crates/pi-edit/src/path_policy.rs	recovers_one_suffix_but_not_ambiguous_suffixes	ok
B-7aa30c38aa	CRATE-PI-EDIT	crates/pi-edit/src/path_policy.rs	detects_generated_names_and_leading_comments_only	ok
B-327ccb6df1	CRATE-PI-EDIT	crates/pi-edit/src/path_policy.rs	canonicalizes_existing_parent	ok
B-6efd3f14b1	CRATE-PI-EDIT	crates/pi-edit/src/session.rs	trailing_removal_is_trimmed_while_streaming	ok
B-95fc1f460d	CRATE-PI-EDIT	crates/pi-edit/src/session.rs	snapshot_pruning_uses_combined_budget	ok
B-ac0913f8a4	CRATE-PI-EDIT	crates/pi-edit/src/store.rs	file_hash_matches_typescript	ok
B-5af484f608	CRATE-PI-EDIT	crates/pi-edit/src/store.rs	snapshots_deduplicate_promote_and_union_seen_lines	ok
B-85736e6dde	CRATE-PI-EDIT	crates/pi-edit/src/store.rs	version_and_lru_limits_are_enforced	ok
B-abcc0ba7ff	CRATE-PI-EDIT	crates/pi-edit/src/store.rs	total_limit_counts_utf16_units	ok
B-ae3f7afda5	CRATE-PI-EDIT	crates/pi-edit/src/store.rs	relocation_merges_and_rewrites_paths	ok
B-867e54f1ef	CRATE-PI-EDIT	crates/pi-edit/src/store.rs	parses_seen_line_boundaries_only	ok
B-111723be3d	CRATE-PI-EDIT	crates/pi-edit/src/store.rs	clipboard_batch_fork_and_commit_preserve_named_only	ok
B-ac70abbcfa	CRATE-PI-EDIT	crates/pi-edit/src/store.rs	noop_counter_resets_for_new_payload_and_commit	ok
B-fbc4a56559	CRATE-PI-EDIT	crates/pi-edit/src/store.rs	oversized_file_is_not_read	ok
B-2c7d648a94	CRATE-PI-EDIT	crates/pi-edit/src/stream_json.rs	repairs_partial_containers_and_dangling_members	ok
B-b4d404989e	CRATE-PI-EDIT	crates/pi-edit/src/stream_json.rs	decodes_growing_input_prefixes	ok
B-7fe8facba2	CRATE-PI-EDIT	crates/pi-edit/src/stream_json.rs	input_alias_and_precedence_match_wire_contract	ok
B-93697a7504	CRATE-PI-EDIT	crates/pi-edit/src/stream_json.rs	raw_input_is_verbatim	ok
B-ab49bf08c4	CRATE-PI-EDIT	crates/pi-edit/src/stream_json.rs	complete_tracks_strict_json_or_finished	ok
B-0c65d8f82a	CRATE-PI-EDIT	crates/pi-edit/src/stream_json.rs	marks_closed_edit_objects_from_original_text	ok
B-094625da5b	CRATE-PI-EDIT	crates/pi-edit/src/stream_json.rs	nested_objects_do_not_close_an_edit_early	ok
B-33f86cb6f9	CRATE-PI-EDIT	crates/pi-edit/src/stream_json.rs	arg_stream_accumulates_and_finishes	ok
B-eee1c22769	CRATE-PI-EDIT	crates/pi-edit/src/text.rs	line_ending_detection_prefers_first_terminator	ok
B-a866d2b165	CRATE-PI-EDIT	crates/pi-edit/src/text.rs	lf_normalization_round_trips	ok
B-bb51368399	CRATE-PI-EDIT	crates/pi-edit/src/text.rs	adjust_indentation_shifts_uniformly	ok
B-4e6dbc48d8	CRATE-PI-EDIT	crates/pi-edit/src/text.rs	adjust_indentation_converts_tabs_to_spaces	ok
B-2c40af3c65	CRATE-PI-EDIT	crates/pi-edit/src/text.rs	fuzzy_normalization_folds_punctuation	ok
B-41b25748d0	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch.rs	core_fixture_cases	ok
B-42a7cb7265	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch.rs	applies_all_21_portable_scenarios	ok
B-9ae02742e6	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch.rs	rejects_invalid_first_line	ok
B-6d5f15fb87	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch.rs	rejects_missing_end_marker	ok
B-ff2c8a40df	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch.rs	parses_add_file_with_whitespace_padded_markers	ok
B-87f486d6a2	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch.rs	rejects_empty_update_file_hunk	ok
B-217640a97f	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch.rs	parses_empty_patch	ok
B-cd7c949607	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch.rs	parses_full_patch_with_all_operations	ok
B-6ff5e4cfbe	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch.rs	parses_heredoc_wrapped_patch	ok
B-3aaec89e65	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch.rs	streaming_parser_tolerates_an_incomplete_update	ok
B-9edb7ae1b2	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch.rs	matcher_paths_entries_and_file_ops_follow_the_envelope	ok
B-11316ad473	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch.rs	streaming_preview_keeps_body_rows_in_input_order	ok
B-3f78709573	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	patch_core_parity_fixtures	ok
B-8a8b22b2af	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	patch_adversarial_parity_fixtures	ok
B-ed8f4fdb9e	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	apply_patch_envelope_parity_fixtures	ok
B-1d483ad47d	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	patch_regression_parity_fixtures	ok
B-e1e823487f	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	line_number_anchor_regression	ok
B-a424594e90	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	seek_sequence_parity	ok
B-7e4162eabd	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	dry_run_preview_does_not_modify_files	ok
B-e58d8457d3	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	parse_diff_hunks_parity	ok
B-71bff206eb	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	production_apply_patch_parser_parity	ok
B-8cc4eeb4d2	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	streaming_matcher_parity	ok
B-412a9b7d8c	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	apply_patch_streaming_preview_parity	ok
B-58b9ebe6a8	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	partial_json_edit_entries_parity	ok
B-0e19120d35	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	streaming_parser_accepts_partial_envelope	ok
B-01e5f80213	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	find_context_line_parity	ok
B-b299c58ac9	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	patch_file_outcome_text_and_snapshot_parity	ok
B-a1bcaed97a	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	oversized_patch_outcome_prunes_snapshots_but_keeps_diff	ok
B-7ddc6d7e3d	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	multi_file_outcomes_prune_independently	ok
B-cc09bb81cb	CRATE-PI-EDIT	crates/pi-edit/tests/apply_patch_parity.rs	mixed_size_patch_entries_preserve_pruned_aggregate_shape	ok
B-2b8dad7f88	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	inserts_before_after_head_and_tail	ok
B-48d48feb98	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	ignores_a_delete_of_the_trailing_phantom_line	ok
B-f697f1febb	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	rejects_an_out_of_bounds_anchor	ok
B-f663f9d9b4	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	restores_a_uniformly_omitted_base_indent_from_unchanged_structural_rows	ok
B-29d439f167	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	preserves_intentional_indentation_only_replacements	ok
B-94d79b4c41	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	spares_the_deleted_closing_line_when_the_payload_omits_it	ok
B-32972b6fe5	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	does_not_spare_a_deleted_closing_line_that_the_payload_restates	ok
B-93c6eecab0	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	drops_duplicated_leading_and_trailing_boundary_lines_around_a_range_replacement	ok
B-e25bc1c99c	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	rejects_a_leading_keeper_echo_when_the_payload_cannot_fill_the_widened_range	ok
B-0183c12534	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	drops_a_trailing_attribute_echo_in_a_single_line_replacement	ok
B-80698bee5f	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	keeps_a_trailing_statement_echo_literal_on_a_single_line_range	ok
